udi,product_id,product_type,air_temp_k,process_temp_k,rotational_speed_rpm,torque_nm,tool_wear_min,machine_failure,twf,hdf,pwf,osf,rnf,temp_diff_k,power_watts,strain_index,rolling_mean_process_temp_15,rolling_std_process_temp_15,rolling_mean_speed_15,rolling_std_speed_15,rolling_mean_torque_15,rolling_std_torque_15,torque_slope_5,temp_slope_5
11,M14910,M,298.36842105263156,308.7368421052631,1496.3157894736842,43.26315789473684,213.94736842105263,0,0,0,0,0,0,10.368421052631561,6779.069607974195,9256.038781163435,308.3684210526316,0.24438287928936933,1508.157894736842,7.855163977157249,40.63157894736842,1.745591994923892,0.526315789473685,0.0736842105263122
12,M14910,M,298.40526315789475,308.81052631578945,1493.9473684210527,43.78947368421053,216.8421052631579,0,0,0,0,0,0,10.405263157894694,6850.679355200897,9495.401662049862,308.40526315789475,0.2656721992447438,1506.9736842105265,8.539463547151236,40.89473684210527,1.897658566033676,0.526315789473685,0.0736842105263122
13,M14910,M,298.4421052631579,308.88421052631577,1491.578947368421,44.31578947368421,219.73684210526315,0,0,0,0,0,0,10.442105263157885,6922.028028245858,9737.811634349031,308.4421052631579,0.2869587723468238,1505.7894736842104,9.223674825432228,41.15789473684211,2.049705516762791,0.526315789473685,0.0736842105263122
14,M14910,M,298.478947368421,308.9578947368421,1489.2105263157894,44.8421052631579,222.63157894736844,0,0,0,0,0,0,10.478947368421075,6993.115627109083,9983.268698060943,308.478947368421,0.3082431676704817,1504.6052631578948,9.907816103692644,41.42105263157895,2.2017369119317753,0.526315789473685,0.0736842105263122
15,M14910,M,298.5157894736842,309.0315789473684,1486.842105263158,45.368421052631575,225.5263157894737,0,0,0,0,0,0,10.515789473684208,7063.942151790568,10231.772853185596,308.5157894736842,0.32952580721052877,1503.421052631579,10.59190094605125,41.684210526315795,2.3537557657892494,0.5263157894736835,0.0736842105263122
16,M14910,M,298.55263157894734,309.10526315789474,1484.4736842105262,45.89473684210526,228.42105263157896,1,1,0,0,0,0,10.552631578947398,7134.507602290313,10483.324099722991,308.5894736842105,0.3295258072105451,1501.0526315789473,10.59190094605109,42.21052631578947,2.3537557657892476,0.5263157894736835,0.07368421052632357
17,M14910,M,298.58947368421053,309.178947368421,1482.1052631578948,46.421052631578945,231.31578947368422,1,1,0,0,0,0,10.589473684210475,7204.8119786083225,10737.92243767313,308.66315789473686,0.32952580721055824,1498.6842105263158,10.591900946050908,42.73684210526316,2.353755765789246,0.5263157894736835,0.0736842105263122
18,M14910,M,298.62631578947367,309.25263157894733,1479.7368421052631,46.94736842105263,234.21052631578948,1,1,0,0,0,0,10.626315789473665,7274.855280744589,10995.56786703601,308.7368421052631,0.32952580721058117,1496.315789473684,10.591900946050698,43.26315789473684,2.3537557657892445,0.5263157894736835,0.0736842105263122
19,M14910,M,298.66315789473686,309.32631578947365,1477.3684210526317,47.473684210526315,237.10526315789474,1,1,0,0,0,0,10.663157894736798,7344.637508699121,11256.260387811635,308.81052631578945,0.3295258072106041,1493.9473684210527,10.591900946050474,43.78947368421053,2.3537557657892423,0.5263157894736835,0.0736842105263122
20,M14910,M,298.7,309.4,1475.0,48.0,240.0,1,1,0,0,0,0,10.699999999999989,7414.158662471912,11520.0,308.88421052631577,0.3295258072106204,1491.578947368421,10.591900946050263,44.315789473684205,2.3537557657892405,0.526315789473685,0.0736842105263122
